siglas,Código.de.Provincia,Nombre.de.Comunidad,Nombre.de.Provincia,votos,sobrevalido,swingfactor_abs,swingfactor,seats2016,seats,resultados26J,promedio.encuestas
CCa-PNC,3,Comunitat Valenciana,Alicante / Alacant,0,0,0.882386925972212,0,12,12,0.33,0.32998737753200696
CCa-PNC,42,Castilla y León,Soria,0,0,1.0283107699701468,0,2,2,0.33,0.32998737753200696
CCa-PNC,14,Andalucía,Córdoba,0,0,0.91235500030757255,0,6,6,0.33,0.32998737753200696
CCa-PNC,34,Castilla y León,Palencia,0,0,0.8700935674605698,0,3,3,0.33,0.32998737753200696
CCa-PNC,2,Castilla - La Mancha,Albacete,0,0,0.8502708455678165,0,4,4,0.33,0.32998737753200696
CCa-PNC,1,País Vasco,Araba - Álava,0,0,0.9989818840878956,0,4,4,0.33,0.32998737753200696
CCa-PNC,38,Canarias,Santa Cruz de Tenerife,60271,12.644283418578208,1.2581071785374423,38.316010359327905,7,7,0.33,0.32998737753200696
CCa-PNC,15,Galicia,A Coruña,0,0,1.1972080117288424,0,8,8,0.33,0.32998737753200696
CCa-PNC,24,Castilla y León,León,0,0,1.0583484659042242,0,4,4,0.33,0.32998737753200696
CCa-PNC,8,Cataluña,Barcelona,0,0,1.0625951302898626,0,31,32,0.33,0.32998737753200696
CCa-PNC,12,Comunitat Valenciana,Castellón / Castelló,0,0,0.8177695926626533,0,5,5,0.33,0.32998737753200696
CCa-PNC,27,Galicia,Lugo,0,0,1.3034240559407635,0,4,4,0.33,0.32998737753200696
CCa-PNC,11,Andalucía,Cádiz,0,0,1.115143277818196,0,9,9,0.33,0.32998737753200696
CCa-PNC,36,Galicia,Pontevedra,0,0,1.1568313436579687,0,7,7,0.33,0.32998737753200696
CCa-PNC,23,Andalucía,Jaén,0,0,0.88078212057665906,0,5,5,0.33,0.32998737753200696
CCa-PNC,13,Castilla - La Mancha,Ciudad Real,0,0,0.8782480415689832,0,5,5,0.33,0.32998737753200696
CCa-PNC,33,Principado de Asturias,Asturias,0,0,1.1606541982188268,0,8,7,0.33,0.32998737753200696
CCa-PNC,19,Castilla - La Mancha,Guadalajara,0,0,0.8096571833145115,0,3,3,0.33,0.32998737753200696
CCa-PNC,37,Castilla y León,Salamanca,0,0,1.0053192356495122,0,4,4,0.33,0.32998737753200696
CCa-PNC,44,Aragón,Teruel,0,0,0.9122801505207698,0,3,3,0.33,0.32998737753200696
CCa-PNC,39,Cantabria,Cantabria,0,0,0.9392647389515052,0,5,5,0.33,0.32998737753200696
CCa-PNC,32,Galicia,Ourense,0,0,1.4398541976695018,0,4,4,0.33,0.32998737753200696
CCa-PNC,48,País Vasco,Bizkaia,0,0,1.0152285669577845,0,8,8,0.33,0.32998737753200696
CCa-PNC,47,Castilla y León,Valladolid,0,0,0.7837951850043215,0,5,5,0.33,0.32998737753200696
CCa-PNC,29,Andalucía,Málaga,0,0,1.0551538057793985,0,11,11,0.33,0.32998737753200696
CCa-PNC,6,Extremadura,Badajoz,0,0,0.9365586208921605,0,6,6,0.33,0.32998737753200696
CCa-PNC,26,La Rioja,La Rioja,0,0,0.8763899110111971,0,4,4,0.33,0.32998737753200696
CCa-PNC,30,Región de Murcia,Murcia,0,0,0.9074411158162694,0,10,10,0.33,0.32998737753200696
CCa-PNC,22,Aragón,Huesca,0,0,0.95453841968319,0,3,3,0.33,0.32998737753200696
CDC,12,Comunitat Valenciana,Castellón / Castelló,0,0,0.8177695926626533,0,5,5,2.01,1.521666787802172
CDC,24,Castilla y León,León,0,0,1.0583484659042242,0,4,4,2.01,1.521666787802172
CDC,34,Castilla y León,Palencia,0,0,0.8700935674605698,0,3,3,2.01,1.521666787802172
CDC,48,País Vasco,Bizkaia,0,0,1.0152285669577845,0,8,8,2.01,1.521666787802172
CDC,33,Principado de Asturias,Asturias,0,0,1.1606541982188268,0,8,7,2.01,1.521666787802172
CDC,45,Castilla - La Mancha,Toledo,0,0,0.842474187866627,0,6,6,2.01,1.521666787802172
CDC,28,Comunidad de Madrid,Madrid,0,0,0.8708794774093342,0,36,37,2.01,1.521666787802172
CDC,20,País Vasco,Gipuzkoa,0,0,1.0955001058829656,0,6,6,2.01,1.521666787802172
CDC,43,Cataluña,Tarragona,47226,13.703789681388196,1.139972218737824,6.817805811635919,6,6,2.01,1.521666787802172
CDC,6,Extremadura,Badajoz,0,0,0.9365586208921605,0,6,6,2.01,1.521666787802172
CDC,7,Illes Balears,Illes Balears,0,0,1.171419168730247,0,8,8,2.01,1.521666787802172
CDC,18,Andalucía,Granada,0,0,1.0138859719771813,0,7,7,2.01,1.521666787802172
CDC,26,La Rioja,La Rioja,0,0,0.8763899110111971,0,4,4,2.01,1.521666787802172
CDC,37,Castilla y León,Salamanca,0,0,1.0053192356495122,0,4,4,2.01,1.521666787802172
CDC,46,Comunitat Valenciana,Valencia / València,0,0,0.7882745302115405,0,16,15,2.01,1.521666787802172
CDC,44,Aragón,Teruel,0,0,0.9122801505207698,0,3,3,2.01,1.521666787802172
CDC,9,Castilla y León,Burgos,0,0,0.9041701679078291,0,4,4,2.01,1.521666787802172
CDC,36,Galicia,Pontevedra,0,0,1.1568313436579687,0,7,7,2.01,1.521666787802172
CDC,52,Ciudad de Melilla,Melilla,0,0,1.564661203773274,0,1,1,2.01,1.521666787802172
CDC,47,Castilla y León,Valladolid,0,0,0.7837951850043215,0,5,5,2.01,1.521666787802172
CDC,4,Andalucía,Almería,0,0,1.1077851234609697,0,6,6,2.01,1.521666787802172
CDC,42,Castilla y León,Soria,0,0,1.0283107699701468,0,2,2,2.01,1.521666787802172
CDC,14,Andalucía,Córdoba,0,0,0.91235500030757255,0,6,6,2.01,1.521666787802172
CDC,22,Aragón,Huesca,0,0,0.95453841968319,0,3,3,2.01,1.521666787802172
CDC,1,País Vasco,Araba - Álava,0,0,0.9989818840878956,0,4,4,2.01,1.521666787802172
CDC,25,Cataluña,Lleida,40985,22.62377248715217,1.2410871524930254,11.25560820256327,4,4,2.01,1.521666787802172
CDC,41,Andalucía,Sevilla,0,0,0.9483770879627175,0,12,12,2.01,1.521666787802172
CDC,27,Galicia,Lugo,0,0,1.3034240559407635,0,4,4,2.01,1.521666787802172
CDC,16,Castilla - La Mancha,Cuenca,0,0,0.7696060045183283,0,3,3,2.01,1.521666787802172
CDC,8,Cataluña,Barcelona,323824,12.247814146576331,1.0625951302898626,6.093439873918573,31,32,2.01,1.521666787802172
CDC,31,Comunidad Foral de Navarra,Navarra,0,0,0.9724659571019328,0,5,5,2.01,1.521666787802172
CDC,51,Ciudad de Ceuta,Ceuta,0,0,1.4722464326906544,0,1,1,2.01,1.521666787802172
CDC,3,Comunitat Valenciana,Alicante / Alacant,0,0,0.882386925972212,0,12,12,2.01,1.521666787802172
CDC,35,Canarias,Las Palmas,0,0,1.1819656201767403,0,8,8,2.01,1.521666787802172
CDC,13,Castilla - La Mancha,Ciudad Real,0,0,0.8782480415689832,0,5,5,2.01,1.521666787802172
CDC,10,Extremadura,Cáceres,0,0,0.9344916107886598,0,4,4,2.01,1.521666787802172
CDC,5,Castilla y León,Ávila,0,0,0.8381285291099745,0,3,3,2.01,1.521666787802172
CDC,21,Andalucía,Huelva,0,0,1.1059628648205073,0,5,5,2.01,1.521666787802172
CDC,39,Cantabria,Cantabria,0,0,0.9392647389515052,0,5,5,2.01,1.521666787802172
CDC,29,Andalucía,Málaga,0,0,1.0551538057793985,0,11,11,2.01,1.521666787802172
CDC,17,Cataluña,Girona,71453,23.210103523434885,1.1760977155007135,11.5473151857885,6,6,2.01,1.521666787802172
CDC,23,Andalucía,Jaén,0,0,0.88078212057665906,0,5,5,2.01,1.521666787802172
CDC,50,Aragón,Zaragoza,0,0,0.8815798597753839,0,7,7,2.01,1.521666787802172
CDC,32,Galicia,Ourense,0,0,1.4398541976695018,0,4,4,2.01,1.521666787802172
CDC,19,Castilla - La Mancha,Guadalajara,0,0,0.8096571833145115,0,3,3,2.01,1.521666787802172
CDC,49,Castilla y León,Zamora,0,0,1.0840688406176278,0,3,3,2.01,1.521666787802172
CDC,11,Andalucía,Cádiz,0,0,1.115143277818196,0,9,9,2.01,1.521666787802172
CDC,15,Galicia,A Coruña,0,0,1.1972080117288424,0,8,8,2.01,1.521666787802172
CDC,30,Región de Murcia,Murcia,0,0,0.9074411158162694,0,10,10,2.01,1.521666787802172
CDC,40,Castilla y León,Segovia,0,0,0.7694098847172584,0,3,3,2.01,1.521666787802172
CDC,2,Castilla - La Mancha,Albacete,0,0,0.8502708455678165,0,4,4,2.01,1.521666787802172
CDC,38,Canarias,Santa Cruz de Tenerife,0,0,1.2581071785374423,0,7,7,2.01,1.521666787802172
EAJ-PNV,52,Ciudad de Melilla,Melilla,0,0,1.564661203773274,0,1,1,1.19,1.1439576311988444
EAJ-PNV,9,Castilla y León,Burgos,0,0,0.9041701679078291,0,4,4,1.19,1.1439576311988444
EAJ-PNV,42,Castilla y León,Soria,0,0,1.0283107699701468,0,2,2,1.19,1.1439576311988444
EAJ-PNV,4,Andalucía,Almería,0,0,1.1077851234609697,0,6,6,1.19,1.1439576311988444
EAJ-PNV,34,Castilla y León,Palencia,0,0,0.8700935674605698,0,3,3,1.19,1.1439576311988444
EAJ-PNV,38,Canarias,Santa Cruz de Tenerife,0,0,1.2581071785374423,0,7,7,1.19,1.1439576311988444
EAJ-PNV,44,Aragón,Teruel,0,0,0.9122801505207698,0,3,3,1.19,1.1439576311988444
EAJ-PNV,45,Castilla - La Mancha,Toledo,0,0,0.842474187866627,0,6,6,1.19,1.1439576311988444
EAJ-PNV,21,Andalucía,Huelva,0,0,1.1059628648205073,0,5,5,1.19,1.1439576311988444
EAJ-PNV,5,Castilla y León,Ávila,0,0,0.8381285291099745,0,3,3,1.19,1.1439576311988444
EAJ-PNV,31,Comunidad Foral de Navarra,Navarra,0,0,0.9724659571019328,0,5,5,1.19,1.1439576311988444
EAJ-PNV,11,Andalucía,Cádiz,0,0,1.115143277818196,0,9,9,1.19,1.1439576311988444
EAJ-PNV,36,Galicia,Pontevedra,0,0,1.1568313436579687,0,7,7,1.19,1.1439576311988444
EAJ-PNV,20,País Vasco,Gipuzkoa,85015,23.260363399572633,1.0955001058829656,19.546523865187087,6,6,1.19,1.1439576311988444
EAJ-PNV,39,Cantabria,Cantabria,0,0,0.9392647389515052,0,5,5,1.19,1.1439576311988444
EAJ-PNV,47,Castilla y León,Valladolid,0,0,0.7837951850043215,0,5,5,1.19,1.1439576311988444
EAJ-PNV,7,Illes Balears,Illes Balears,0,0,1.171419168730247,0,8,8,1.19,1.1439576311988444
EAJ-PNV,29,Andalucía,Málaga,0,0,1.0551538057793985,0,11,11,1.19,1.1439576311988444
EAJ-PNV,6,Extremadura,Badajoz,0,0,0.9365586208921605,0,6,6,1.19,1.1439576311988444
EAJ-PNV,2,Castilla - La Mancha,Albacete,0,0,0.8502708455678165,0,4,4,1.19,1.1439576311988444
EAJ-PNV,13,Castilla - La Mancha,Ciudad Real,0,0,0.8782480415689832,0,5,5,1.19,1.1439576311988444
EAJ-PNV,16,Castilla - La Mancha,Cuenca,0,0,0.7696060045183283,0,3,3,1.19,1.1439576311988444
EAJ-PNV,37,Castilla y León,Salamanca,0,0,1.0053192356495122,0,4,4,1.19,1.1439576311988444
EAJ-PNV,32,Galicia,Ourense,0,0,1.4398541976695018,0,4,4,1.19,1.1439576311988444
EAJ-PNV,24,Castilla y León,León,0,0,1.0583484659042242,0,4,4,1.19,1.1439576311988444
EAJ-PNV,19,Castilla - La Mancha,Guadalajara,0,0,0.8096571833145115,0,3,3,1.19,1.1439576311988444
EAJ-PNV,26,La Rioja,La Rioja,0,0,0.8763899110111971,0,4,4,1.19,1.1439576311988444
EAJ-PNV,14,Andalucía,Córdoba,0,0,0.91235500030757255,0,6,6,1.19,1.1439576311988444
EAJ-PNV,51,Ciudad de Ceuta,Ceuta,0,0,1.4722464326906544,0,1,1,1.19,1.1439576311988444
EAJ-PNV,1,País Vasco,Araba - Álava,26703,15.928775948460988,0.9989818840878956,13.385526007110075,4,4,1.19,1.1439576311988444
EAJ-PNV,40,Castilla y León,Segovia,0,0,0.7694098847172584,0,3,3,1.19,1.1439576311988444
EAJ-PNV,18,Andalucía,Granada,0,0,1.0138859719771813,0,7,7,1.19,1.1439576311988444
EAJ-PNV,41,Andalucía,Sevilla,0,0,0.9483770879627175,0,12,12,1.19,1.1439576311988444
EAJ-PNV,10,Extremadura,Cáceres,0,0,0.9344916107886598,0,4,4,1.19,1.1439576311988444
EAJ-PNV,23,Andalucía,Jaén,0,0,0.88078212057665906,0,5,5,1.19,1.1439576311988444
EAJ-PNV,33,Principado de Asturias,Asturias,0,0,1.1606541982188268,0,8,7,1.19,1.1439576311988444
EAJ-PNV,43,Cataluña,Tarragona,0,0,1.139972218737824,0,6,6,1.19,1.1439576311988444
EAJ-PNV,15,Galicia,A Coruña,0,0,1.1972080117288424,0,8,8,1.19,1.1439576311988444
EAJ-PNV,25,Cataluña,Lleida,0,0,1.2410871524930254,0,4,4,1.19,1.1439576311988444
EAJ-PNV,46,Comunitat Valenciana,Valencia / València,0,0,0.7882745302115405,0,16,15,1.19,1.1439576311988444
EAJ-PNV,50,Aragón,Zaragoza,0,0,0.8815798597753839,0,7,7,1.19,1.1439576311988444
EAJ-PNV,22,Aragón,Huesca,0,0,0.95453841968319,0,3,3,1.19,1.1439576311988444
EAJ-PNV,8,Cataluña,Barcelona,0,0,1.0625951302898626,0,31,32,1.19,1.1439576311988444
EAJ-PNV,17,Cataluña,Girona,0,0,1.1760977155007135,0,6,6,1.19,1.1439576311988444
EAJ-PNV,35,Canarias,Las Palmas,0,0,1.1819656201767403,0,8,8,1.19,1.1439576311988444
EAJ-PNV,48,País Vasco,Bizkaia,175296,28.218068024319926,1.0152285669577845,23.712662205310863,8,8,1.19,1.1439576311988444
EAJ-PNV,27,Galicia,Lugo,0,0,1.3034240559407635,0,4,4,1.19,1.1439576311988444
EAJ-PNV,28,Comunidad de Madrid,Madrid,0,0,0.8708794774093342,0,36,37,1.19,1.1439576311988444
EAJ-PNV,3,Comunitat Valenciana,Alicante / Alacant,0,0,0.882386925972212,0,12,12,1.19,1.1439576311988444
EAJ-PNV,30,Región de Murcia,Murcia,0,0,0.9074411158162694,0,10,10,1.19,1.1439576311988444
EAJ-PNV,12,Comunitat Valenciana,Castellón / Castelló,0,0,0.8177695926626533,0,5,5,1.19,1.1439576311988444
EAJ-PNV,49,Castilla y León,Zamora,0,0,1.0840688406176278,0,3,3,1.19,1.1439576311988444
EH.Bildu,20,País Vasco,Gipuzkoa,69828,19.105153860675856,1.0955001058829656,24.811888130747864,6,6,0.77,0.8262565213939086
EH.Bildu,32,Galicia,Ourense,0,0,1.4398541976695018,0,4,4,0.77,0.8262565213939086
EH.Bildu,45,Castilla - La Mancha,Toledo,0,0,0.842474187866627,0,6,6,0.77,0.8262565213939086
EH.Bildu,30,Región de Murcia,Murcia,0,0,0.9074411158162694,0,10,10,0.77,0.8262565213939086
EH.Bildu,12,Comunitat Valenciana,Castellón / Castelló,0,0,0.8177695926626533,0,5,5,0.77,0.8262565213939086
EH.Bildu,4,Andalucía,Almería,0,0,1.1077851234609697,0,6,6,0.77,0.8262565213939086
EH.Bildu,8,Cataluña,Barcelona,0,0,1.0625951302898626,0,31,32,0.77,0.8262565213939086
EH.Bildu,24,Castilla y León,León,0,0,1.0583484659042242,0,4,4,0.77,0.8262565213939086
EH.Bildu,26,La Rioja,La Rioja,0,0,0.8763899110111971,0,4,4,0.77,0.8262565213939086
EH.Bildu,1,País Vasco,Araba - Álava,15858,9.459556191839656,0.9989818840878956,12.285137911480073,4,4,0.77,0.8262565213939086
EH.Bildu,39,Cantabria,Cantabria,0,0,0.9392647389515052,0,5,5,0.77,0.8262565213939086
EH.Bildu,27,Galicia,Lugo,0,0,1.3034240559407635,0,4,4,0.77,0.8262565213939086
EH.Bildu,51,Ciudad de Ceuta,Ceuta,0,0,1.4722464326906544,0,1,1,0.77,0.8262565213939086
EH.Bildu,47,Castilla y León,Valladolid,0,0,0.7837951850043215,0,5,5,0.77,0.8262565213939086
EH.Bildu,19,Castilla - La Mancha,Guadalajara,0,0,0.8096571833145115,0,3,3,0.77,0.8262565213939086
EH.Bildu,18,Andalucía,Granada,0,0,1.0138859719771813,0,7,7,0.77,0.8262565213939086
EH.Bildu,36,Galicia,Pontevedra,0,0,1.1568313436579687,0,7,7,0.77,0.8262565213939086
EH.Bildu,31,Comunidad Foral de Navarra,Navarra,31374,9.356017117211147,0.9724659571019328,12.150671580793697,5,5,0.77,0.8262565213939086
EH.Bildu,35,Canarias,Las Palmas,0,0,1.1819656201767403,0,8,8,0.77,0.8262565213939086
EH.Bildu,21,Andalucía,Huelva,0,0,1.1059628648205073,0,5,5,0.77,0.8262565213939086
EH.Bildu,37,Castilla y León,Salamanca,0,0,1.0053192356495122,0,4,4,0.77,0.8262565213939086
EH.Bildu,6,Extremadura,Badajoz,0,0,0.9365586208921605,0,6,6,0.77,0.8262565213939086
EH.Bildu,11,Andalucía,Cádiz,0,0,1.115143277818196,0,9,9,0.77,0.8262565213939086
EH.Bildu,43,Cataluña,Tarragona,0,0,1.139972218737824,0,6,6,0.77,0.8262565213939086
EH.Bildu,34,Castilla y León,Palencia,0,0,0.8700935674605698,0,3,3,0.77,0.8262565213939086
EH.Bildu,10,Extremadura,Cáceres,0,0,0.9344916107886598,0,4,4,0.77,0.8262565213939086
EH.Bildu,13,Castilla - La Mancha,Ciudad Real,0,0,0.8782480415689832,0,5,5,0.77,0.8262565213939086
EH.Bildu,22,Aragón,Huesca,0,0,0.95453841968319,0,3,3,0.77,0.8262565213939086
EH.Bildu,25,Cataluña,Lleida,0,0,1.2410871524930254,0,4,4,0.77,0.8262565213939086
EH.Bildu,2,Castilla - La Mancha,Albacete,0,0,0.8502708455678165,0,4,4,0.77,0.8262565213939086
EH.Bildu,40,Castilla y León,Segovia,0,0,0.7694098847172584,0,3,3,0.77,0.8262565213939086
EH.Bildu,48,País Vasco,Bizkaia,67653,10.890362335987792,1.0152285669577845,14.143327709075054,8,8,0.77,0.8262565213939086
EH.Bildu,38,Canarias,Santa Cruz de Tenerife,0,0,1.2581071785374423,0,7,7,0.77,0.8262565213939086
EH.Bildu,46,Comunitat Valenciana,Valencia / València,0,0,0.7882745302115405,0,16,15,0.77,0.8262565213939086
EH.Bildu,3,Comunitat Valenciana,Alicante / Alacant,0,0,0.882386925972212,0,12,12,0.77,0.8262565213939086
EH.Bildu,7,Illes Balears,Illes Balears,0,0,1.171419168730247,0,8,8,0.77,0.8262565213939086
EH.Bildu,5,Castilla y León,Ávila,0,0,0.8381285291099745,0,3,3,0.77,0.8262565213939086
EH.Bildu,49,Castilla y León,Zamora,0,0,1.0840688406176278,0,3,3,0.77,0.8262565213939086
EH.Bildu,33,Principado de Asturias,Asturias,0,0,1.1606541982188268,0,8,7,0.77,0.8262565213939086
EH.Bildu,15,Galicia,A Coruña,0,0,1.1972080117288424,0,8,8,0.77,0.8262565213939086
EH.Bildu,9,Castilla y León,Burgos,0,0,0.9041701679078291,0,4,4,0.77,0.8262565213939086
